"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
5.41353155241498e-212,6.75953958548966,0.439,0.009,1.81559021204894e-207,"Perivascular cell","THY1"
3.25889559637275e-209,5.84066851168275,0.495,0.014,1.09296840511149e-204,"Perivascular cell","CRLF1"
3.91751360369357e-209,5.83020795930915,0.589,0.023,1.31385571240675e-204,"Perivascular cell","COL5A1"
7.38275394432696e-208,6.53429850984774,0.374,0.006,2.47602801784837e-203,"Perivascular cell","LAMA2"
1.65572101852743e-204,7.17311890741318,0.794,0.054,5.55295715193729e-200,"Perivascular cell","COL1A1"
4.1261902859135e-200,6.01354827490264,0.533,0.019,1.38384169808967e-195,"Perivascular cell","MRC2"
1.11815027588909e-194,5.27172131131506,0.561,0.022,3.75005239527684e-190,"Perivascular cell","AEBP1"
1.16059603059867e-183,5.29073409905548,0.561,0.024,3.89240696742182e-179,"Perivascular cell","ZFPM2"
3.35277100363149e-183,4.94837287097608,0.645,0.034,1.12445233919793e-178,"Perivascular cell","FKBP10"
5.74128630387793e-183,7.72778388118987,0.336,0.005,1.92551260059458e-178,"Perivascular cell","PTGDS"
4.17082015866355e-180,4.44009218339085,0.748,0.05,1.39880966481258e-175,"Perivascular cell","MFGE8"
3.6951258931817e-178,5.99571623206029,0.355,0.007,1.23927132205528e-173,"Perivascular cell","VCAN"
2.18704912051671e-172,6.05126053962678,0.355,0.007,7.33492534038893e-168,"Perivascular cell","TWIST2"
2.45471328630081e-172,5.37211882930788,0.458,0.015,8.23261741959564e-168,"Perivascular cell","CDH11"
6.14087425927542e-166,5.86575289782261,0.364,0.009,2.05952640907579e-161,"Perivascular cell","GGT5"
3.61387892857978e-164,4.74995444843501,0.636,0.039,1.21202271506709e-159,"Perivascular cell","COL5A2"
3.05193715999921e-163,5.401227463473,0.729,0.057,1.02355868472053e-158,"Perivascular cell","SPON2"
7.47676308782776e-163,6.91639286529624,0.421,0.014,2.50755680439567e-158,"Perivascular cell","APOD"
3.25630352826934e-155,5.48492232750209,0.43,0.016,1.09209907731097e-150,"Perivascular cell","LAMC3"
6.13977650985668e-154,5.84810407078649,0.336,0.008,2.05915824587573e-149,"Perivascular cell","MXRA8"
8.32022815786028e-148,6.50764367619772,0.364,0.011,2.79043811958318e-143,"Perivascular cell","TNFAIP6"
1.20806715840135e-147,6.5203749662274,0.29,0.005,4.05161563584646e-143,"Perivascular cell","CCDC80"
4.49221478911552e-146,4.40395594784679,0.477,0.022,1.50659899597356e-141,"Perivascular cell","SRPX2"
3.50987903852559e-144,3.4500216974164,0.729,0.062,1.17714323194071e-139,"Perivascular cell","C11orf96"
8.83897461217477e-143,5.58825813463483,0.411,0.016,2.96441530543117e-138,"Perivascular cell","TGFB3"
3.8387851895597e-142,3.83455971627785,0.514,0.027,1.28745177687453e-137,"Perivascular cell","EDNRA"
2.36379719685329e-141,4.7452054608779,0.505,0.027,7.92770303880655e-137,"Perivascular cell","CRISPLD2"
4.13774453795386e-141,4.68278574278029,0.449,0.02,1.38771676313897e-136,"Perivascular cell","COL5A3"
1.68512324458339e-140,5.19628328187145,0.374,0.013,5.65156633768377e-136,"Perivascular cell","VSTM4"
1.97865756556234e-140,5.13182494910623,0.542,0.033,6.63602174338298e-136,"Perivascular cell","MGP"
1.05365906301666e-138,4.62235613413525,0.598,0.042,3.53376176554527e-134,"Perivascular cell","RCN3"
4.64451945118275e-138,4.53907068972341,0.318,0.008,1.55767893353767e-133,"Perivascular cell","COL8A1"
5.05490885129948e-138,5.32152865259605,0.458,0.022,1.69531533054882e-133,"Perivascular cell","GAS7"
8.55791067530783e-135,4.6512770311471,0.71,0.067,2.87015208228474e-130,"Perivascular cell","LTBP1"
9.66149484266642e-135,7.3760955041988,0.196,0.001,3.24027214033346e-130,"Perivascular cell","MFAP4"
3.96794745788088e-130,3.76996720803612,0.785,0.084,1.33077021842409e-125,"Perivascular cell","IGFBP4"
1.37855871851103e-129,6.77698267174182,0.196,0.002,4.62341023014228e-125,"Perivascular cell","FAM216B"
2.74525506984123e-129,5.74898646829906,0.29,0.007,9.20703645323352e-125,"Perivascular cell","LTBP2"
1.59423115005629e-128,8.18237719231408,0.206,0.002,5.34673243105879e-124,"Perivascular cell","AC079298.3"
9.34111727147794e-128,6.52622150374352,0.28,0.007,3.13282391050827e-123,"Perivascular cell","PTGES"
3.48839050835837e-127,5.25355942332394,0.43,0.021,1.16993640869323e-122,"Perivascular cell","PCOLCE"
1.05097541556877e-126,6.44945056654333,0.822,0.11,3.52476134873455e-122,"Perivascular cell","IGFBP5"
6.31816982182584e-126,4.37192260119189,0.682,0.066,2.11898779484395e-121,"Perivascular cell","COL6A1"
2.94008612279336e-125,7.57630157017593,0.196,0.002,9.86046083862437e-121,"Perivascular cell","PDGFRA"
4.83785760435604e-125,3.79837444208573,0.785,0.087,1.62252068334893e-120,"Perivascular cell","SPARC"
1.55994054475007e-123,5.19689005964349,0.458,0.026,5.23172859898277e-119,"Perivascular cell","SPON1"
6.26825209773002e-123,4.32856705497353,0.626,0.055,2.10224638853669e-118,"Perivascular cell","LRP1"
3.72923599501515e-122,4.92092034771683,0.561,0.043,1.25071116800818e-117,"Perivascular cell","LOXL2"
3.88537884862894e-120,3.54816655102559,0.701,0.071,1.30307835825317e-115,"Perivascular cell","MYL9"
6.77581581632672e-119,4.47747038353442,0.589,0.049,2.27247310847965e-114,"Perivascular cell","CTHRC1"
6.82429041710441e-119,5.23562875888894,0.411,0.021,2.28873052008848e-114,"Perivascular cell","BNC2"
4.11386488535794e-118,6.67407692917033,0.234,0.004,1.37970800525135e-113,"Perivascular cell","FBLN1"
7.16925555851404e-118,5.74666775204197,0.421,0.023,2.40442492921444e-113,"Perivascular cell","SERPINF1"
3.6221495908008e-117,5.22373818273419,0.346,0.014,1.21479652976277e-112,"Perivascular cell","EMILIN1"
4.12260220027696e-117,3.37555503020464,0.86,0.114,1.38263832592889e-112,"Perivascular cell","COL4A2"
9.61773478799817e-117,3.32704462683998,0.85,0.111,3.22559589319883e-112,"Perivascular cell","COL4A1"
5.15315384567085e-115,5.22596136107958,0.776,0.102,1.72826473676109e-110,"Perivascular cell","CAVIN3"
5.48795031469697e-115,6.12113920864731,0.336,0.013,1.84054877654307e-110,"Perivascular cell","PTGS2"
1.45552959144742e-114,3.77078384641515,0.495,0.033,4.88155514379634e-110,"Perivascular cell","AXL"
2.92959352945616e-114,6.11367358874749,0.224,0.004,9.82527077909007e-110,"Perivascular cell","WISP1"
3.32579839611642e-111,5.96645153562479,0.224,0.004,1.11540626608952e-106,"Perivascular cell","LINC01705"
1.904035535832e-110,4.7257170163246,0.411,0.023,6.38575438007335e-106,"Perivascular cell","CYP1B1"
3.4007335558323e-110,5.29625944406213,0.215,0.004,1.14053801995504e-105,"Perivascular cell","TEX41"
1.66150746251493e-109,7.533991984474,0.196,0.003,5.57236372778258e-105,"Perivascular cell","ISLR"
1.97751500979735e-108,3.98104779564386,0.953,0.193,6.63218983985835e-104,"Perivascular cell","CALD1"
8.71850258334819e-107,5.29014949767925,0.561,0.051,2.92401139640332e-102,"Perivascular cell","FN1"
1.44086294303196e-106,2.88754862405854,0.617,0.06,4.83236613834059e-102,"Perivascular cell","GPNMB"
1.97851865160161e-106,4.51101076807514,0.355,0.017,6.63555585374147e-102,"Perivascular cell","CYGB"
5.26675261325289e-106,6.79560041116839,0.421,0.026,1.76636349143275e-101,"Perivascular cell","IL11"
2.17213435897747e-105,4.23528873870916,0.523,0.043,7.28490421313864e-101,"Perivascular cell","DDR2"
2.21537194942726e-103,4.26844712163206,0.458,0.032,7.42991444398915e-99,"Perivascular cell","PRR16"
2.85365706672245e-103,4.15568734623011,0.402,0.023,9.57059507037374e-99,"Perivascular cell","TBX3"
2.24974526393222e-99,5.30443157644597,0.28,0.01,7.54519566617587e-95,"Perivascular cell","RFX8"
4.65164552125292e-99,6.65567215081865,0.252,0.008,1.5600688749178e-94,"Perivascular cell","C7"
9.76579633488073e-99,3.85444564000053,0.654,0.078,3.2752527747923e-94,"Perivascular cell","MMP14"
1.47275238057539e-96,3.76899507603854,0.654,0.08,4.93931693397374e-92,"Perivascular cell","MSC-AS1"
3.16778172105626e-96,5.13652789475714,0.299,0.013,1.06241063360785e-91,"Perivascular cell","ANO1"
6.45179796890276e-95,5.20063186173207,0.383,0.024,2.16380400281061e-90,"Perivascular cell","ROR1-AS1"
9.71214294606762e-95,6.1705826529571,0.224,0.006,3.25725850125216e-90,"Perivascular cell","PTGIS"
5.22546590431698e-94,4.75568106227454,0.374,0.023,1.75251675498983e-89,"Perivascular cell","SLIT2"
2.06213834049735e-92,4.21409755468806,0.346,0.019,6.91599956636e-88,"Perivascular cell","F2R"
2.71060228591679e-92,3.95598993177619,0.458,0.036,9.09081794650773e-88,"Perivascular cell","RAB34"
4.37077118676429e-92,3.74684458956645,0.832,0.153,1.46586924061701e-87,"Perivascular cell","PRKG1"
7.2534153465722e-92,3.23425277389974,0.71,0.096,2.43265043893338e-87,"Perivascular cell","SERPINE1"
3.02689755093362e-90,3.67422311612133,0.664,0.087,1.01516090063212e-85,"Perivascular cell","SPOCK1"
1.41509100111535e-89,5.28805437469804,0.645,0.086,4.74593219954067e-85,"Perivascular cell","TIMP3"
8.37995101635929e-89,4.26209385070893,0.374,0.024,2.81046797186658e-84,"Perivascular cell","ANTXR1"
3.97179004493522e-88,5.52122358722719,0.215,0.006,1.33205894527037e-83,"Perivascular cell","MEDAG"
9.02985954231234e-88,7.31109215711655,0.121,0.001,3.02843429330071e-83,"Perivascular cell","AP003555.2"
1.42220346868816e-87,3.78661517924616,0.579,0.065,4.76978599328636e-83,"Perivascular cell","ANXA1"
2.43900843354364e-87,3.73386241419791,0.85,0.184,8.17994648441864e-83,"Perivascular cell","NBL1"
8.72011056408918e-87,5.80096453410051,0.224,0.007,2.92455068098423e-82,"Perivascular cell","ITGA11"
6.13317895747855e-86,3.72889096314359,0.505,0.05,2.05694555875916e-81,"Perivascular cell","SMIM3"
8.13197788748835e-85,5.3154819032814,0.215,0.007,2.72730274390584e-80,"Perivascular cell","DACT1"
3.39314145726315e-84,4.3270194987124,0.495,0.05,1.13799178193692e-79,"Perivascular cell","CCDC102B"
4.20519064917399e-84,6.50864263474305,0.15,0.002,1.41033683991997e-79,"Perivascular cell","LINC01050"
9.19918121041882e-84,4.06887292547807,0.252,0.01,3.08522139435026e-79,"Perivascular cell","FOXS1"
3.19060784437488e-83,3.96548329846331,0.449,0.039,1.07006605884645e-78,"Perivascular cell","C1R"
3.80176803590188e-82,3.15408236858713,0.953,0.251,1.27503696388077e-77,"Perivascular cell","LGALS1"
5.84385238278237e-81,3.20058749484178,0.402,0.032,1.95991121213755e-76,"Perivascular cell","LIF"
1.53580896885386e-80,5.25001889176623,0.551,0.069,5.15079611974209e-76,"Perivascular cell","IGFBP6"
3.13183598408577e-80,4.5039710553354,0.355,0.025,1.05035515234268e-75,"Perivascular cell","FGF2"
3.88464753838042e-80,3.40040485178884,0.523,0.056,1.30283309142202e-75,"Perivascular cell","FSTL1"
3.03062286572465e-79,4.62719832576803,0.252,0.011,1.01641029670673e-74,"Perivascular cell","GLI2"
2.21960839828165e-78,3.85256468321382,0.421,0.037,7.44412264615699e-74,"Perivascular cell","MSC"
2.58536095160607e-78,4.43012330462273,0.299,0.017,8.67078355949643e-74,"Perivascular cell","NR2F1-AS1"
1.31044572909609e-77,4.33659205874115,0.374,0.029,4.39497288624247e-73,"Perivascular cell","ARHGAP6"
1.3142619570665e-77,4.58167008012564,0.411,0.036,4.40777175160964e-73,"Perivascular cell","PRICKLE1"
2.57365829888196e-77,3.0724592949063,0.486,0.049,8.63153520279033e-73,"Perivascular cell","ZEB2"
3.55385995381148e-77,4.25911870913212,0.411,0.036,1.19189355130929e-72,"Perivascular cell","TPM2"
6.77795486464887e-77,6.59428112075051,0.131,0.002,2.27319050250594e-72,"Perivascular cell","KIAA1755"
2.95375010292114e-76,4.64103221050853,0.336,0.024,9.90628709517693e-72,"Perivascular cell","GPX8"
4.82439256990327e-76,4.26891390632899,0.299,0.018,1.61800478009416e-71,"Perivascular cell","PVT1"
1.41273027273954e-75,4.68560401295127,0.308,0.019,4.73801478871387e-71,"Perivascular cell","HSD11B1"
8.02175526799693e-75,4.36692528457523,0.252,0.012,2.69033628178081e-70,"Perivascular cell","CARMN"
1.3479578148339e-73,3.3968271090399,0.523,0.063,4.52078091938994e-69,"Perivascular cell","FHL2"
1.6133673347739e-73,2.80744533369939,0.701,0.115,5.41091136736469e-69,"Perivascular cell","BICC1"
2.18512627143807e-73,6.36139592483691,0.121,0.001,7.32847648914899e-69,"Perivascular cell","FAM180A"
2.23633982036562e-73,4.36489784348004,0.346,0.026,7.50023648954221e-69,"Perivascular cell","FBN1"
2.89318588561221e-73,3.12409886292417,0.701,0.115,9.70316682316622e-69,"Perivascular cell","GYPC"
5.13425452185401e-72,7.26585964030822,0.103,0.001,1.7219262815394e-67,"Perivascular cell","AC005291.1"
1.38442656074037e-71,4.37303664914923,0.299,0.019,4.64308979941105e-67,"Perivascular cell","ACTA2"
2.39301232309395e-71,4.98710687128472,0.196,0.007,8.02568472919247e-67,"Perivascular cell","CD248"
7.29985457072582e-71,3.60000075705564,0.327,0.023,2.44822522593002e-66,"Perivascular cell","LRRC32"
1.03457778004343e-69,6.89917689440705,0.121,0.002,3.46976695870965e-65,"Perivascular cell","TMEM119"
1.48639971296908e-69,6.30017257289911,0.121,0.002,4.9850873573557e-65,"Perivascular cell","DPT"
1.76915549939974e-69,3.66212674559549,0.467,0.053,5.93339371388684e-65,"Perivascular cell","PALM2-AKAP2"
3.11090595930862e-69,5.15406382075062,0.187,0.006,1.04333564063293e-64,"Perivascular cell","TWIST1"
1.62834572451814e-68,5.12820102395319,0.206,0.008,5.46114589088894e-64,"Perivascular cell","ADTRP"
9.34279305943409e-68,2.75606226884303,0.729,0.14,3.133385936273e-63,"Perivascular cell","EMP3"
1.62350543596979e-67,3.9286285141031,0.299,0.021,5.44491253115549e-63,"Perivascular cell","PLAC9"
2.87700155381017e-67,3.10998403825881,0.514,0.066,9.64888781116856e-63,"Perivascular cell","TGFBI"
8.22011139867565e-66,3.12625852203218,0.607,0.096,2.75686096088784e-61,"Perivascular cell","CASC15"
6.61889615655138e-65,4.00391377328088,0.346,0.03,2.2198453929842e-60,"Perivascular cell","NOTCH3"
8.02581042333413e-65,5.32801034067232,0.28,0.019,2.6916962997778e-60,"Perivascular cell","TMEM158"
6.16604676584827e-64,2.71719711480351,0.505,0.065,2.06796876433019e-59,"Perivascular cell","CAV1"
1.02519320973856e-63,4.05988756518621,0.243,0.014,3.43829298682119e-59,"Perivascular cell","NID2"
5.75770996916402e-63,4.5085192152484,0.187,0.007,1.93102076945823e-58,"Perivascular cell","TBX2"
8.41960090952741e-63,4.20880309909429,0.29,0.021,2.8237657530373e-58,"Perivascular cell","DOK6"
1.31712131949238e-62,6.1607540547387,0.103,0.001,4.41736148131354e-58,"Perivascular cell","ZNF469"
1.57764095826575e-62,3.70606984154774,0.495,0.069,5.29109224583167e-58,"Perivascular cell","LPAR1"
1.73380062382026e-62,3.63139641200349,0.364,0.034,5.8148205321684e-58,"Perivascular cell","NID1"
3.96326850831949e-62,5.16495713059442,0.187,0.008,1.32920099232019e-57,"Perivascular cell","ZCCHC24"
1.03879441970012e-61,4.77134071691446,0.215,0.011,3.48390872479026e-57,"Perivascular cell","COL16A1"
1.79381809036907e-61,5.70140128089952,0.131,0.003,6.0161071114798e-57,"Perivascular cell","L1TD1"
2.26355707062586e-61,4.58427625032001,0.215,0.011,7.59151770346501e-57,"Perivascular cell","PLXDC1"
3.54970030735518e-61,2.72097534686756,0.458,0.055,1.19049848908078e-56,"Perivascular cell","PXDN"
1.09440779165785e-60,3.38759427657308,0.336,0.03,3.67042485166211e-56,"Perivascular cell","HEYL"
1.79219104812521e-60,4.4773336851753,0.187,0.008,6.01065033720232e-56,"Perivascular cell","HMCN1"
1.80211411001047e-60,3.04655297830148,0.607,0.106,6.04393030215311e-56,"Perivascular cell","COL18A1"
3.80016633833794e-60,5.76116244268886,0.168,0.006,1.27449978655178e-55,"Perivascular cell","COL7A1"
4.17741332842145e-59,4.86158106685433,0.206,0.01,1.40102088208598e-54,"Perivascular cell","GFPT2"
5.1708763788453e-59,4.69848045187699,0.159,0.005,1.73420851993714e-54,"Perivascular cell","SRPX"
6.04799222743585e-59,2.05752225306433,0.636,0.107,2.02837563323744e-54,"Perivascular cell","GNG11"
7.95141129618262e-59,5.93939683129682,0.103,0.001,2.66674432051373e-54,"Perivascular cell","FIBIN"
2.34288518474576e-58,4.44628992156024,0.252,0.017,7.85756833260034e-54,"Perivascular cell","BHMT2"
7.27398182768928e-58,3.7416421880536,0.411,0.049,2.43954802537043e-53,"Perivascular cell","ADAMTS9-AS2"
8.99862423398979e-58,3.98541611869662,0.299,0.025,3.0179585955955e-53,"Perivascular cell","ECM1"
2.10613667342998e-57,3.29686889884515,0.467,0.064,7.06356117534946e-53,"Perivascular cell","UNC5B"
4.82947891295867e-57,2.50955355241995,0.86,0.264,1.61971063782808e-52,"Perivascular cell","NUPR1"
6.99075303151993e-57,3.02750053636416,0.636,0.124,2.34455875171115e-52,"Perivascular cell","RBMS1"
1.69111496564626e-56,3.38768548226118,0.523,0.084,5.67166137178444e-52,"Perivascular cell","C1S"
2.11670972625416e-56,2.08442116345768,0.57,0.091,7.09902107991121e-52,"Perivascular cell","EMP1"
3.51094158851536e-56,4.94066378244483,0.187,0.009,1.17749958995628e-51,"Perivascular cell","NR2F1"
4.79685000782975e-56,3.67573423481946,0.561,0.104,1.60876755562594e-51,"Perivascular cell","TMEM45A"
1.43456189444408e-55,3.04726396097901,0.43,0.055,4.81123368158657e-51,"Perivascular cell","KCNE4"
1.90685601681616e-55,5.36654933843005,0.15,0.005,6.39521370919803e-51,"Perivascular cell","AC073611.1"
3.15183546406158e-55,2.84890021506594,0.486,0.07,1.05706257793697e-50,"Perivascular cell","CAVIN1"
8.18823941548159e-54,7.78754835718234,0.075,0,2.74617173516422e-49,"Perivascular cell","STRA6"
9.37640526393273e-54,5.78060918939757,0.15,0.005,3.14465879741776e-49,"Perivascular cell","IL6"
1.1893612964976e-53,6.12468113087633,0.178,0.008,3.98887991619365e-49,"Perivascular cell","MMP11"
1.23594671581161e-53,4.21355846609188,0.252,0.019,4.14511809548898e-49,"Perivascular cell","SNAI2"
1.68013232561849e-53,5.67428818366967,0.112,0.002,5.63482779365928e-49,"Perivascular cell","LINC01426"
1.70811144813379e-53,3.30621221113486,0.439,0.06,5.72866417475109e-49,"Perivascular cell","RNF152"
2.07769960138975e-53,4.09097709412749,0.458,0.069,6.96818892314093e-49,"Perivascular cell","LINC01060"
2.35190084793766e-53,3.88087095773674,0.215,0.013,7.88780506381333e-49,"Perivascular cell","NTM"
1.44228215922476e-52,3.1144361344431,0.551,0.101,4.83712590560799e-48,"Perivascular cell","NNMT"
2.32912471174286e-52,6.09368593725117,0.103,0.002,7.8114184582432e-48,"Perivascular cell","HEPH"
2.964537049086e-52,3.44143229049738,0.383,0.047,9.94246435522463e-48,"Perivascular cell","PHLDB1"
1.04514781129347e-51,3.01684066580114,0.439,0.06,3.50521672951604e-47,"Perivascular cell","EBF1"
3.94680843088744e-51,8.90523857181459,0.056,0,1.32368061155103e-46,"Perivascular cell","LINC02450"
5.95051970764347e-51,3.58569269827956,0.327,0.035,1.99568529954947e-46,"Perivascular cell","DKK3"
8.23164700945036e-51,4.98971580835657,0.131,0.004,2.76072977402946e-46,"Perivascular cell","TCF21"
1.28124139173233e-50,3.62074256524698,0.234,0.017,4.29702737959187e-46,"Perivascular cell","ADAM19"
1.63683949721976e-50,3.54971112525434,0.29,0.027,5.48963230577562e-46,"Perivascular cell","NR2F2-AS1"
1.84618069121315e-50,2.74956678869021,0.439,0.061,6.19172080219068e-46,"Perivascular cell","CLEC2B"
1.17927156891364e-49,4.5863943894926,0.168,0.008,3.95504098782257e-45,"Perivascular cell","RASL12"
1.22244537415996e-49,5.42207294809849,0.103,0.002,4.09983729585766e-45,"Perivascular cell","HAS2"
1.62495236839489e-49,2.61179354534748,0.43,0.061,5.44976525312279e-45,"Perivascular cell","BASP1"
1.92008171853824e-49,1.85298420108518,0.692,0.154,6.43957006763356e-45,"Perivascular cell","PLAUR"
2.72402832667469e-49,2.91011034703952,0.467,0.074,9.13584620200157e-45,"Perivascular cell","EVA1B"
9.46584740260385e-49,6.50455513965541,0.075,0.001,3.17465590188528e-44,"Perivascular cell","AC134312.5"
9.92246850030559e-49,3.83167608869729,0.224,0.016,3.32779748563249e-44,"Perivascular cell","PTGIR"
1.86365257695606e-48,3.49777365707615,0.327,0.036,6.25031801259522e-44,"Perivascular cell","EFEMP2"
2.24403443537946e-48,2.50712729685449,0.804,0.255,7.52604268937564e-44,"Perivascular cell","PLIN2"
2.73391179615506e-48,2.46822806287357,0.477,0.075,9.16899338194483e-44,"Perivascular cell","BST2"
2.99131551541738e-48,4.99631132084029,0.159,0.007,1.00322739756068e-43,"Perivascular cell","PAPPA"
8.95315229316124e-48,4.20300364467711,0.215,0.015,3.00270821608042e-43,"Perivascular cell","COL12A1"
5.99242320027855e-47,3.68866730931242,0.336,0.04,2.00973889290942e-42,"Perivascular cell","LTBP4"
6.96302958318762e-47,3.96306538992395,0.206,0.014,2.33526086160946e-42,"Perivascular cell","HTRA3"
9.30024915299159e-47,5.87999521931523,0.112,0.003,3.11911756093032e-42,"Perivascular cell","POSTN"
1.12894541419271e-46,5.24195089107678,0.112,0.003,3.7862571301195e-42,"Perivascular cell","DTX1"
1.92045593775941e-46,3.30993495357297,0.346,0.042,6.44082512405751e-42,"Perivascular cell","KANK2"
6.3797214158535e-46,2.65158293058283,0.617,0.139,2.13963096844895e-41,"Perivascular cell","ITGA1"
6.55739508200731e-46,6.02012748935412,0.065,0,2.19921916260361e-41,"Perivascular cell","FMO1"
8.21593694673096e-46,2.97108536968032,0.271,0.026,2.75546093319463e-41,"Perivascular cell","EDNRB"
9.30738309140336e-46,3.02755671343182,0.589,0.134,3.12151014119486e-41,"Perivascular cell","WIPI1"
9.53824246802876e-46,3.2549328697801,0.533,0.109,3.19893575892749e-41,"Perivascular cell","LHFPL2"
1.12600515738323e-45,2.58240294506533,0.701,0.195,3.77639609683186e-41,"Perivascular cell","CEBPB"
7.86335919022841e-45,3.94521546581035,0.981,0.784,2.6372134052188e-40,"Perivascular cell","TIMP1"
8.7828640111812e-45,2.04554314844056,0.374,0.051,2.94559693206995e-40,"Perivascular cell","NDUFA4L2"
1.06217682106442e-44,2.69793198789843,0.589,0.129,3.56232862248586e-40,"Perivascular cell","RUNX1"
1.14566986443672e-44,2.17654485976803,0.467,0.076,3.84234759134786e-40,"Perivascular cell","PTPRE"
1.32037195456751e-44,2.43155529560078,0.533,0.101,4.42826346122851e-40,"Perivascular cell","SPHK1"
1.40300535063828e-44,4.96533221418448,0.271,0.028,4.70539934497065e-40,"Perivascular cell","FGF7"
1.41119644748321e-44,4.91762185162769,0.14,0.006,4.73287064556918e-40,"Perivascular cell","DNM3OS"
1.44047694837546e-44,6.09136594221462,0.075,0.001,4.83107158946163e-40,"Perivascular cell","HOXC6"
1.51699878877947e-44,3.4095948117809,0.411,0.065,5.08771053780858e-40,"Perivascular cell","INAFM1"
2.8787026335514e-44,3.75697730447266,0.224,0.018,9.65459289240467e-40,"Perivascular cell","CYBRD1"
3.05108593929232e-44,4.12157287669185,0.187,0.012,1.02327320231986e-39,"Perivascular cell","WNT5A"
9.77646874686551e-44,7.84671808906906,0.056,0,3.27883208832375e-39,"Perivascular cell","TBX18"
9.93473151500909e-44,8.61282881956584,0.056,0,3.33191025550375e-39,"Perivascular cell","AL355607.2"
1.39768759159913e-43,3.05090484472622,0.383,0.055,4.68756464470516e-39,"Perivascular cell","TGFB1I1"
1.49290700596608e-43,2.44470831530941,0.748,0.229,5.00691151660905e-39,"Perivascular cell","NRP1"
3.69189976505893e-43,5.51941408967092,0.093,0.002,1.23818934320546e-38,"Perivascular cell","AP003555.3"
5.46542284616892e-43,3.71301009527623,0.262,0.026,1.83299351414813e-38,"Perivascular cell","SLC16A1-AS1"
6.24078628678778e-43,5.81189150798437,0.103,0.003,2.09303490486289e-38,"Perivascular cell","KCNMB1"
6.82096317752352e-43,8.53717709900647,0.047,0,2.28761463047784e-38,"Perivascular cell","LINC00460"
7.5834241570981e-43,2.98193231582768,0.935,0.599,2.54332879380756e-38,"Perivascular cell","IGFBP7"
2.3882653918136e-42,2.53150566540299,0.598,0.144,8.00976447106444e-38,"Perivascular cell","LY6E"
2.95073901527997e-42,3.9922146590128,0.187,0.013,9.89618850944597e-38,"Perivascular cell","PAMR1"
3.67032942055912e-42,2.32890933356495,0.374,0.051,1.23095508106712e-37,"Perivascular cell","TMEM204"
4.91782758744415e-42,3.5628415548513,0.14,0.007,1.64934101627702e-37,"Perivascular cell","CCL26"
6.7711913944536e-42,6.13811137974447,0.084,0.002,2.27092216987185e-37,"Perivascular cell","MYH13"
7.3126669850569e-42,4.64659340124205,0.215,0.018,2.45252225344838e-37,"Perivascular cell","COLEC11"
7.38816954364965e-42,2.38891106940081,0.682,0.185,2.47784430154922e-37,"Perivascular cell","PPFIBP1"
8.10439944709649e-42,3.06026115293351,0.617,0.166,2.71805348656722e-37,"Perivascular cell","TGFB1"
1.9540705599434e-41,4.31614274664107,0.29,0.033,6.55356184393818e-37,"Perivascular cell","ABI3BP"
3.26036248205078e-41,2.81826701322888,0.439,0.076,1.09346036923019e-36,"Perivascular cell","PLOD1"
1.24452387549409e-40,3.12412579195887,0.421,0.073,4.17388417363209e-36,"Perivascular cell","PAG1"
1.86216087147283e-40,2.97942597157608,0.28,0.031,6.24531513074558e-36,"Perivascular cell","PLAT"
4.87708649726841e-40,4.10445362908618,0.224,0.02,1.63567726945388e-35,"Perivascular cell","DGKI"
6.5335058177079e-40,2.01055250777744,0.402,0.062,2.19120718114287e-35,"Perivascular cell","FBXL7"
8.30973376174276e-40,4.17436656911936,0.187,0.014,2.78691850901329e-35,"Perivascular cell","DCLK1"
1.38017552094477e-39,3.22309409770926,0.346,0.05,4.62883266214456e-35,"Perivascular cell","ROR2"
3.37168728382161e-39,5.72178622019777,0.103,0.003,1.13079648124809e-34,"Perivascular cell","PRELP"
3.40474374012768e-39,3.64834258613284,0.234,0.023,1.14188295556402e-34,"Perivascular cell","ADAM12"
4.11458555202325e-39,2.51374549105577,0.439,0.078,1.37994970243756e-34,"Perivascular cell","IFI16"
5.22243774841926e-39,2.51395267968487,0.692,0.213,1.75150117206485e-34,"Perivascular cell","GEM"
6.00016714566025e-39,2.97822701144948,0.355,0.052,2.01233605731154e-34,"Perivascular cell","AC068234.1"
6.79840873192192e-39,5.01867638617013,0.093,0.003,2.28005032051197e-34,"Perivascular cell","PTN"
7.01968162852375e-39,4.62163964220796,0.168,0.011,2.3542608245743e-34,"Perivascular cell","CCBE1"
1.33425316928155e-38,3.95417538481241,0.187,0.014,4.47481827913647e-34,"Perivascular cell","LOXL3"
1.51518677296126e-38,4.25503413705655,0.224,0.021,5.08163339915746e-34,"Perivascular cell","PLA2G4A"
1.77039200076e-38,2.31972443371364,0.85,0.436,5.93754069214889e-34,"Perivascular cell","SELENOM"
2.67499991502461e-38,4.58096336047948,0.168,0.012,8.97141471500954e-34,"Perivascular cell","CTSK"
3.09261896746868e-38,4.2677529764994,0.121,0.005,1.03720254930964e-33,"Perivascular cell","KCNG1"
7.62741225267394e-38,2.02232659857099,0.393,0.062,2.55808152130179e-33,"Perivascular cell","LAMA4"
8.82267047473153e-38,2.66086808679191,0.308,0.041,2.95894722381546e-33,"Perivascular cell","PDE1A"
